Orthogroup	ursMar.longCDS.prots	homSap.longCDS.prots
OG0000163	rna15616	ENST00000373381.8
OG0000163	rna31782	ENST00000520002.5
OG0000163	rna9645	ENST00000297405.9
OG0000164	rna31881	ENST00000265969.7
OG0000164	rna4194	ENST00000477616.1
OG0000164	rna26542	ENST00000469655.5
OG0000164	rna3853	ENST00000549446.5
OG0000165	rna33153	ENST00000367071.4
OG0000165	rna2952	ENST00000296370.3
OG0000165	rna16944	ENST00000368804.5
OG0000166	rna22381	ENST00000358506.6
OG0000166	rna9160	ENST00000340766.9
OG0000166	rna32109	ENST00000312989.11
OG0000167	rna15052	ENST00000361101.8
OG0000167	rna28133	ENST00000248901.10
OG0000167	rna4093	ENST00000427476.4
OG0000168	rna2650	ENST00000395065.7
OG0000168	rna2691, rna2676, rna2656	ENST00000537026.5, ENST00000625106.3, ENST00000604395.5
OG0000169	rna20153, rna20152, rna20154	ENST00000222382.5, ENST00000222982.8, ENST00000611620.4, ENST00000336374.3, ENST00000336411.6
OG0000170	rna27513	ENST00000274093.7
OG0000170	rna13355	ENST00000455880.2
OG0000170	rna17773	ENST00000218075.8
OG0000170	rna2704	ENST00000372617.4
OG0000171	rna170	ENST00000377073.3
OG0000171	rna10114	ENST00000640275.1, ENST00000351773.7
OG0000171	rna8869	ENST00000585860.2, ENST00000532828.6, ENST00000292841.9
OG0000172	rna18888, rna18896, rna18895	ENST00000361005.9, ENST00000633969.1, ENST00000486171.5
OG0000173	rna35664, rna29032	ENST00000390296.2, ENST00000390293.1
OG0000174	rna11734	ENST00000376537.8
OG0000174	rna11741	ENST00000376499.7
OG0000174	rna34373	ENST00000590536.5
OG0000174	rna31448	ENST00000559929.5
OG0000175	rna33689, rna33695	ENST00000315915.4
OG0000175	rna33693, rna33687, rna36073	ENST00000305051.5
OG0000176	rna9857	ENST00000511664.5
OG0000176	rna13407	ENST00000398376.7
OG0000176	rna17452	ENST00000423381.5
OG0000177	rna1128	ENST00000237500.9
OG0000177	rna1129	ENST00000580887.5
OG0000177	rna19909	ENST00000279022.6
OG0000178	rna26916	ENST00000340802.10
OG0000178	rna33206	ENST00000349048.8
OG0000178	rna25075	ENST00000381125.8
OG0000179	rna35917	ENST00000436985.6, ENST00000448331.7, ENST00000360524.12, ENST00000327925.5
OG0000180	rna4988	ENST00000562522.2
OG0000180	rna4985	ENST00000544665.7
OG0000180	rna4989	ENST00000389202.2
OG0000181	rna15397, rna15396, rna15395, rna15394	ENST00000313940.2
OG0000182	rna14827	ENST00000284425.6
OG0000182	rna14829	ENST00000269081.8
OG0000182	rna14818	ENST00000586539.5
OG0000182	rna14826	ENST00000340001.8
OG0000183	rna34922, rna34923	ENST00000343150.9
OG0000183	rna34954	ENST00000538255.5
OG0000184	rna15299	ENST00000327216.3
OG0000184	rna15302, rna15301	ENST00000528616.3
OG0000185	rna15232, rna15233, rna15234, rna15229, rna15231	ENST00000314612.2
OG0000186	rna36079, rna36069	ENST00000333629.1
OG0000186	rna33347, rna33449	ENST00000328795.4, ENST00000623441.1
OG0000186	rna33450	ENST00000315947.1
OG0000187	rna18650	ENST00000573854.5, ENST00000329697.10
OG0000187	rna18651	ENST00000307493.8
OG0000187	rna32345	ENST00000289416.9
OG0000188	rna34025, rna34027, rna34024, rna34015, rna35887, rna35885	ENST00000317834.4
OG0000189	rna27748	ENST00000318351.1
OG0000189	rna27747	ENST00000440596.2
OG0000189	rna27751	ENST00000382489.3
OG0000190	gene13919	ENST00000634605.1, ENST00000390361.3, ENST00000547918.2, ENST00000390374.3, ENST00000390377.1, ENST00000390369.2, ENST00000612787.1, ENST00000390367.3, ENST00000611787.1, ENST00000617639.1, ENST00000620569.1, ENST00000617347.1, ENST00000621184.1, ENST00000455382.2, ENST00000619103.1
OG0000191	rna15313, rna15315, rna15310, rna15311, rna15312	ENST00000312153.1
OG0000193	rna25139	ENST00000262738.7
OG0000193	rna26198	ENST00000164024.4
OG0000193	rna26491	ENST00000271332.3
OG0000194	rna32205	ENST00000369915.7
OG0000194	rna5216	ENST00000280605.4
OG0000194	rna26013	ENST00000423516.5
OG0000195	rna9008	ENST00000299308.7
OG0000195	rna9006	ENST00000435159.2
OG0000196	rna20134, rna4304	ENST00000331410.9
OG0000197	rna24497	ENST00000622037.1
OG0000197	rna8891	ENST00000359596.7
OG0000197	rna10117	ENST00000366574.6
OG0000198	rna32252	ENST00000448232.6
OG0000198	rna35667, rna17739	ENST00000380861.8
OG0000198	rna13251	ENST00000521089.5
OG0000199	rna31221	ENST00000346964.6
OG0000199	rna8103	ENST00000399510.6
OG0000199	rna26757	ENST00000376104.6
OG0000199	rna35403	ENST00000194900.8
OG0000200	rna24201	ENST00000520164.5
OG0000200	rna13296	ENST00000313708.10
OG0000200	rna653	ENST00000355311.9
OG0000201	rna19631	ENST00000354582.10
OG0000201	rna14206	ENST00000381340.7
OG0000201	rna14517	ENST00000374316.9
OG0000202	rna18020	ENST00000368358.3
OG0000202	rna13491	ENST00000303230.5
OG0000202	rna34259, rna31416	ENST00000251287.2, ENST00000261917.3
OG0000203	rna36038	ENST00000389039.10
OG0000203	rna36042	ENST00000321429.8
OG0000205	rna8136	ENST00000293831.12
OG0000205	rna27678	ENST00000440191.6
OG0000206	rna28011, rna28010	ENST00000456448.2
OG0000206	rna28008, rna28009	ENST00000343761.4
OG0000207	rna27016	ENST00000301180.9
OG0000207	rna33155	ENST00000417564.2
OG0000207	rna25065	ENST00000634311.1
OG0000208	rna15240, rna15241, rna15242, rna15243	ENST00000378397.1, ENST00000625203.2
OG0000209	rna15285	ENST00000301529.1, ENST00000303039.3
OG0000209	rna15274, rna15276, rna15272	ENST00000533152.2
OG0000210	rna24046	ENST00000290354.5
OG0000210	rna24045, rna24040, rna24043, rna24041, rna24039	ENST00000290349.10
OG0000212	rna26830	ENST00000398290.7
OG0000212	rna26828	ENST00000272395.2, ENST00000639673.1, ENST00000448984.1, ENST00000329758.5, ENST00000622138.4, ENST00000417545.4, ENST00000623787.3, ENST00000530311.6, ENST00000449290.6, ENST00000533122.2, ENST00000329862.6, ENST00000617704.1
OG0000213	rna1982	ENST00000334192.8
OG0000213	rna3999	ENST00000587152.5
OG0000213	rna22244	ENST00000401738.3
OG0000214	rna31045	ENST00000344337.10
OG0000214	rna15686	ENST00000373625.7
OG0000214	rna11928	ENST00000368564.6
OG0000215	rna26169	ENST00000418115.5
OG0000216	rna12000	ENST00000502798.6
OG0000216	rna7686	ENST00000394232.5
OG0000216	rna17069	ENST00000369146.7
OG0000217	rna7392	ENST00000374700.6
OG0000217	rna7393, rna7394, rna22359	ENST00000379416.3
OG0000218	rna14773	ENST00000413366.7
OG0000218	rna18671	ENST00000303531.11
OG0000218	rna23698	ENST00000263431.3
OG0000219	rna4835	ENST00000357084.7
OG0000219	rna9141	ENST00000539276.6
OG0000219	rna16494	ENST00000359983.7
OG0000220	rna16615	ENST00000614878.4
OG0000220	rna30441	ENST00000261739.8
OG0000220	rna32102	ENST00000511455.6
OG0000222	rna20739	ENST00000262461.6
OG0000222	rna24822	ENST00000438926.6
OG0000222	rna28506	ENST00000380993.7
OG0000223	rna17331	ENST00000448642.6
OG0000223	rna17330	ENST00000354624.5
OG0000223	rna22036	ENST00000290573.6
OG0000224	rna10668	ENST00000530749.5
OG0000224	rna8717	ENST00000337147.11
OG0000224	rna33700	ENST00000360270.6
OG0000225	rna23540	ENST00000402813.7
OG0000225	rna10779	ENST00000329903.4
OG0000225	rna21627	ENST00000409937.1
OG0000226	rna11590, rna11588	ENST00000325643.5
OG0000226	rna34957	ENST00000332857.6, ENST00000377647.4, ENST00000437823.4, ENST00000619167.1, ENST00000428649.4
OG0000227	rna14512	ENST00000538487.6
OG0000227	rna32501	ENST00000231188.9
OG0000227	rna28416	ENST00000339582.6
OG0000227	rna19623	ENST00000467425.5
OG0000228	rna16463	ENST00000378300.9
OG0000228	rna18098	ENST00000271850.11
OG0000229	rna24207	ENST00000276440.11
OG0000229	rna641	ENST00000623213.1
OG0000232	rna2839	ENST00000496514.5
OG0000232	rna17716	ENST00000371447.3
OG0000232	rna13419	ENST00000255266.9
OG0000233	rna520	ENST00000358834.8
OG0000233	rna521	ENST00000579578.6
OG0000233	rna519	ENST00000369221.2
OG0000235	rna34824, rna34823, rna34821, rna34817	ENST00000601345.5
OG0000235	rna34847	ENST00000242786.5
OG0000236	rna26411	ENST00000222249.13
OG0000236	rna18062	ENST00000618040.4
OG0000237	rna32408, rna33112, rna33109, rna33111	ENST00000366485.1
OG0000238	rna31154	ENST00000540651.5
OG0000238	rna26954, rna29968	ENST00000256682.8
OG0000239	rna2317	ENST00000326303.4
OG0000239	rna2316	ENST00000381139.1
OG0000239	rna2318	ENST00000311148.8, ENST00000238651.9
OG0000240	gene14050, gene14052, rna19067	ENST00000390320.2, ENST00000532223.2, ENST00000330377.2, ENST00000390321.2, ENST00000390323.2, ENST00000390325.2, ENST00000390331.3
OG0000241	rna32306, rna1071, rna1072, rna1074, rna1073	ENST00000391418.3, ENST00000394015.3, ENST00000391419.3, ENST00000542910.1
OG0000242	rna25620	ENST00000622179.4
OG0000242	rna25614, rna25616	ENST00000303415.7, ENST00000381605.8
OG0000244	rna29862, rna34567	ENST00000423392.5
OG0000246	rna10135, rna10136, rna10133, rna10134	ENST00000358642.2
OG0000247	rna18878, rna18877	ENST00000350513.2
OG0000248	rna3573	ENST00000394256.2
OG0000248	rna31213	ENST00000321688.1
OG0000250	rna24017	ENST00000437180.5
OG0000250	rna15866	ENST00000399916.5
OG0000250	rna12615	ENST00000576263.5
OG0000251	rna26	ENST00000307845.7
OG0000251	rna15652	ENST00000373467.3
OG0000251	rna9555	ENST00000522951.5
OG0000252	rna30944	ENST00000294618.11
OG0000252	rna11656	ENST00000432829.6
OG0000252	rna11471	ENST00000635253.1
OG0000253	rna1293	ENST00000420428.6
OG0000253	rna31424	ENST00000287202.9, ENST00000569547.1
OG0000253	rna16962	ENST00000420342.1
OG0000254	rna27043	ENST00000453097.6
OG0000254	rna6969	ENST00000446997.5
OG0000254	rna3378	ENST00000454389.5
OG0000255	rna29708	ENST00000276204.10
OG0000255	rna11041	ENST00000258390.11
OG0000255	rna4591	ENST00000442173.5
OG0000256	rna8831	ENST00000412531.3, ENST00000616763.4, ENST00000581191.5, ENST00000452145.6
OG0000256	rna10899	ENST00000397238.6
OG0000257	rna27901	ENST00000380191.8
OG0000257	rna32192	ENST00000447750.6
OG0000258	rna28744	ENST00000348956.6
OG0000258	rna3984	ENST00000221476.3
OG0000260	rna33620	ENST00000266088.8
OG0000260	rna33619	ENST00000266086.5
OG0000260	rna4994	ENST00000330498.3
OG0000261	rna33668	ENST00000215812.8
OG0000261	rna33674	ENST00000615189.4
OG0000261	rna33667	ENST00000402034.6, ENST00000255858.11
OG0000262	rna4166	ENST00000454376.6
OG0000262	rna27296	ENST00000382622.3
OG0000263	rna8431	ENST00000263576.10
OG0000263	rna24530	ENST00000302243.11
OG0000263	rna24528	ENST00000443119.7
OG0000264	rna5256	ENST00000347613.8
OG0000264	rna17741	ENST00000380833.8
OG0000264	rna110	ENST00000376088.7
OG0000265	rna6170	ENST00000506618.3
OG0000265	rna17752, rna18761	ENST00000398491.6
OG0000266	rna7804	ENST00000261211.7
OG0000266	rna172	ENST00000276052.10
OG0000266	rna21350	ENST00000506784.5
OG0000268	rna18019	ENST00000342741.4
OG0000268	rna31426	ENST00000319622.10
OG0000269	rna1370	ENST00000285039.11
OG0000269	rna28571	ENST00000261839.11
OG0000269	rna28572	ENST00000399231.7
OG0000270	rna3238	ENST00000402696.7
OG0000270	rna26282	ENST00000231751.8
OG0000271	rna3338	ENST00000273047.8
OG0000271	rna3597	ENST00000553116.5
OG0000271	rna23365	ENST00000592574.1, ENST00000547517.5
OG0000272	rna31949	ENST00000164139.3
OG0000272	rna34557	ENST00000216962.8
OG0000272	rna30429	ENST00000216392.7
OG0000273	rna17651	ENST00000443950.6
OG0000273	rna32508	ENST00000329433.10
OG0000273	rna23794	ENST00000316594.5
OG0000274	rna20716	ENST00000413683.5
OG0000274	rna33513	ENST00000515030.5
OG0000274	rna466	ENST00000356116.5
OG0000275	rna552	ENST00000392870.2
OG0000275	rna2908	ENST00000398052.8
OG0000275	rna13117	ENST00000528793.5
OG0000276	rna16374	ENST00000330899.4
OG0000276	rna8019	ENST00000394855.7
OG0000277	rna20503	ENST00000372923.7
OG0000277	rna30959	ENST00000389253.8
OG0000277	rna1839	ENST00000355305.9
OG0000278	rna23197	ENST00000367573.6
OG0000278	rna26733	ENST00000371355.8
OG0000278	rna34877	ENST00000614285.4
OG0000279	rna29077	ENST00000269703.7
OG0000279	rna29076, rna29071	ENST00000221700.10, ENST00000586182.6, ENST00000248041.12, ENST00000550308.5, ENST00000612078.4
OG0000280	rna27844	ENST00000436636.6
OG0000280	rna8082	ENST00000355280.10
OG0000280	rna20917	ENST00000625522.2
OG0000281	rna15247, rna15246, rna15248, rna15249	ENST00000344514.1
OG0000282	rna8824	ENST00000262188.12
OG0000282	rna14724	ENST00000448276.6
OG0000282	rna27004	ENST00000394963.8
OG0000283	rna14836	ENST00000535240.1
OG0000283	rna28092	ENST00000303592.3
OG0000283	rna5671	ENST00000567955.3, ENST00000583088.5
OG0000285	rna15293	ENST00000279791.1
OG0000285	rna15296, rna15294, rna15298	ENST00000312240.3
OG0000286	rna10407, rna10410, rna10409, rna10408	ENST00000330487.5, ENST00000431524.1, ENST00000320891.4, ENST00000375024.1
OG0000287	rna25808	ENST00000457408.6
OG0000287	rna32470	ENST00000332598.6
OG0000288	rna33761, rna33762, rna33763, rna33768, rna33756, rna33774	ENST00000380370.1
OG0000289	rna14280	ENST00000395761.3, ENST00000296026.4, ENST00000508487.2
OG0000290	rna35717	ENST00000604629.5, ENST00000514019.1
OG0000290	rna35720	ENST00000251566.8
OG0000291	rna23516	ENST00000381668.9
OG0000291	rna12947, rna12948, rna12945	ENST00000381655.6
OG0000297	rna15983, rna15984, rna15982	ENST00000235835.7, ENST00000361640.4, ENST00000429712.5
OG0000298	rna29439	ENST00000621413.4
OG0000298	rna15734	ENST00000542507.5
OG0000298	rna8315	ENST00000370339.7
OG0000299	rna10332	ENST00000381196.8
OG0000299	rna34441	ENST00000587303.5
OG0000299	rna21171	ENST00000359947.8
OG0000300	rna34871	ENST00000254323.6
OG0000300	rna21133	ENST00000359600.5
OG0000300	rna12137	ENST00000252744.5
OG0000301	rna34901	ENST00000251472.8
OG0000301	rna21103	ENST00000361297.6
OG0000301	rna26408	ENST00000262811.10
OG0000302	rna21046	ENST00000357083.8
OG0000302	rna30929	ENST00000359227.7
OG0000302	rna16321	ENST00000380110.8
OG0000303	rna1316, rna23488	ENST00000295955.13
OG0000304	rna30861	ENST00000458258.5
OG0000304	rna34270	ENST00000635647.1
OG0000304	rna19266	ENST00000370197.5
OG0000305	rna32297, rna16934, rna16935, rna16936	ENST00000368789.1, ENST00000368787.3, ENST00000335633.1, ENST00000333881.3, ENST00000335674.1, ENST00000368777.1
OG0000306	rna27031	ENST00000257915.9
OG0000306	rna5848	ENST00000263707.5
OG0000306	rna3550	ENST00000283629.7
OG0000307	rna6877	ENST00000435030.5
OG0000307	rna35956	ENST00000302418.4
OG0000307	rna3707	ENST00000455537.6
OG0000308	rna26992	ENST00000335154.9
OG0000308	rna14657	ENST00000331495.7
OG0000308	rna6902	ENST00000288670.13
OG0000309	rna6979	ENST00000332142.9
OG0000309	rna14703	ENST00000583023.1
OG0000309	rna8842	ENST00000262186.9
OG0000310	rna7169	ENST00000410016.5
OG0000310	rna6283	ENST00000470495.1, ENST00000396352.8
OG0000311	rna3350	ENST00000306627.7
OG0000311	rna7229	ENST00000602959.5
OG0000311	rna3348	ENST00000425792.5
OG0000312	rna14633	ENST00000315323.4
OG0000312	rna6012	ENST00000287934.3
OG0000312	rna7446	ENST00000286201.2
OG0000313	rna12449	ENST00000395044.7
OG0000313	rna17478	ENST00000313132.8
OG0000314	rna30468	ENST00000420959.6
OG0000314	rna32114	ENST00000393893.5
OG0000314	rna16614	ENST00000388767.7
OG0000316	rna4149	ENST00000221485.7
OG0000316	rna6826	ENST00000263160.3
OG0000316	rna28336	ENST00000323346.9
OG0000317	rna33355	ENST00000552864.5
OG0000317	rna4128	ENST00000221459.6
OG0000317	rna6809	ENST00000278193.6
OG0000318	rna2366	ENST00000381269.6
OG0000318	rna22270	ENST00000403092.5
OG0000318	rna4059	ENST00000236877.10
OG0000319	rna22306	ENST00000379066.5
OG0000319	rna4039	ENST00000595515.5
OG0000319	rna33403	ENST00000415220.6
OG0000320	rna8985, rna32861, rna32964, rna8983	ENST00000324071.8, ENST00000330436.3, ENST00000301146.8, ENST00000301141.9
OG0000321	rna1624	ENST00000263826.9
OG0000321	rna8947	ENST00000392038.6
OG0000321	rna28710	ENST00000554581.5
OG0000322	rna24901	ENST00000356721.3
OG0000322	rna3061	ENST00000312960.3
OG0000323	rna29424	ENST00000423902.6
OG0000323	rna34192	ENST00000399982.6
OG0000323	rna24857	ENST00000447540.5
OG0000324	rna28658	ENST00000332680.8
OG0000325	rna17865	ENST00000412172.3
OG0000325	rna2101	ENST00000554943.5
OG0000325	rna21773	ENST00000616407.1
OG0000327	rna32714	ENST00000316084.9
OG0000328	rna12566	ENST00000304801.5
OG0000328	rna27373	ENST00000373316.4
OG0000329	rna23482	ENST00000381930.7
OG0000329	rna22628	ENST00000373114.4
OG0000329	rna6515	ENST00000377844.8
OG0000330	rna30216	ENST00000278568.8
OG0000330	rna32270	ENST00000518291.5
OG0000330	rna31241	ENST00000327134.7
OG0000331	rna32255	ENST00000355899.7
OG0000331	rna3139	ENST00000457734.6
OG0000331	rna29572	ENST00000398576.6
OG0000332	rna27785	ENST00000323116.9
OG0000332	rna4511	ENST00000375630.6
OG0000332	rna23651	ENST00000327569.7
OG0000333	rna28443	ENST00000325888.12
OG0000333	rna32202	ENST00000369850.7
OG0000333	rna25347	ENST00000490882.5
OG0000334	rna21293	ENST00000395863.7
OG0000334	rna12506	ENST00000370830.3
OG0000334	rna13753	ENST00000283147.6
OG0000335	rna13810	ENST00000612421.2
OG0000335	rna13814	ENST00000380698.4
OG0000335	rna2766	ENST00000397985.6
OG0000336	rna34981	ENST00000375050.5
OG0000336	rna20557	ENST00000373487.8
OG0000336	rna5372	ENST00000420696.6
OG0000337	rna5368	ENST00000359842.9
OG0000337	rna14552	ENST00000374685.8
OG0000337	rna32433	ENST00000481739.1
OG0000338	rna16449	ENST00000635942.1
OG0000338	rna28582	ENST00000260323.15
OG0000338	rna26422	ENST00000551649.5
OG0000339	rna17437	ENST00000394829.6
OG0000339	rna30009	ENST00000394854.7
OG0000339	rna24240	ENST00000397775.7
OG0000340	rna230	ENST00000357947.3
OG0000340	rna5232	ENST00000507499.5
OG0000340	rna24249	ENST00000306385.9
OG0000341	rna12410	ENST00000545279.5
OG0000341	rna5056	ENST00000302085.8
OG0000342	rna13027	ENST00000630972.2
OG0000342	rna3885	ENST00000508776.5
OG0000342	rna12453	ENST00000304858.6
OG0000343	rna34420	ENST00000269886.7
OG0000343	rna7940	ENST00000324537.5
OG0000343	rna10289	ENST00000380607.4
OG0000344	rna10421, rna10418, rna10420, rna10419	ENST00000309154.2
OG0000345	rna30184	ENST00000420843.6
OG0000345	rna8091	ENST00000412477.7
OG0000347	rna23324, rna23326, rna23327	ENST00000225550.3, ENST00000246646.3
OG0000348	rna16080	ENST00000196061.4
OG0000348	rna20249	ENST00000223127.7
OG0000348	rna3124	ENST00000282903.9
OG0000349	rna3178, rna3176, rna33300, rna3177	ENST00000413199.1, ENST00000329447.5, ENST00000383163.3
OG0000350	rna27107	ENST00000425354.6
OG0000350	rna3366	ENST00000330688.8
OG0000350	rna1023	ENST00000394086.7
OG0000351	rna17576	ENST00000395611.7
OG0000351	rna32529	ENST00000452135.6
OG0000351	rna28785	ENST00000638313.1
OG0000352	rna197, rna196	ENST00000285979.10, ENST00000464755.1, ENST00000260682.6, ENST00000371321.7, ENST00000371270.5
OG0000353	rna237	ENST00000266058.8
OG0000353	rna13246	ENST00000332966.8
OG0000353	rna5539	ENST00000273739.9
OG0000354	rna668	ENST00000298622.8
OG0000354	rna5431	ENST00000409021.7
OG0000354	rna12193	ENST00000616793.4
OG0000355	rna12197	ENST00000398523.3
OG0000355	rna5437	ENST00000282908.9
OG0000355	rna671	ENST00000298630.7
OG0000356	rna18270	ENST00000268661.7
OG0000356	rna28068	ENST00000216146.8
OG0000357	rna17970	ENST00000361170.6
OG0000357	rna11996	ENST00000274364.10
OG0000357	rna7896	ENST00000268182.9
OG0000358	rna17946	ENST00000368195.3
OG0000358	rna7635	ENST00000268035.10
OG0000358	rna27981	ENST00000302850.9
OG0000359	rna23525	ENST00000295452.4
OG0000359	rna28985	ENST00000615808.4
OG0000359	rna13258	ENST00000414552.6
OG0000360	rna19789	ENST00000353703.8
OG0000360	rna37	ENST00000381844.8
OG0000360	rna9547	ENST00000521607.5
OG0000361	rna34376	ENST00000078429.8
OG0000361	rna11730	ENST00000286548.8
OG0000361	rna11729	ENST00000341700.6
OG0000362	rna28745	ENST00000335102.9
