Orthogroup	homSap.longCDS.prots	ailMel.longCDS.prots
OG0000094	ENST00000453673.3, ENST00000448155.2, ENST00000498574.1, ENST00000509129.1, ENST00000465170.1, ENST00000390265.2, ENST00000473726.1, ENST00000498435.1, ENST00000390278.3, ENST00000468879.1, ENST00000471857.2, ENST00000495489.1, ENST00000611391.1, ENST00000493819.1, ENST00000483379.1, ENST00000490686.1, ENST00000464162.1, ENST00000377032.5, ENST00000480492.1, ENST00000479981.1, ENST00000492446.1, ENST00000496168.1	id-LOC105240710
OG0000096	ENST00000297268.10	rna-XM_002918229.4
OG0000096	ENST00000374866.7	rna-XM_011224218.3
OG0000096	ENST00000304636.7	rna-XM_011224217.3
OG0000096	ENST00000380518.7	rna-XM_011226315.3
OG0000096	ENST00000225964.9	rna-XM_034640604.1
OG0000097	ENST00000234590.8	rna-XM_034652958.1, rna-XM_019799082.2
OG0000097	ENST00000323997.10	rna-XM_011237023.3
OG0000097	ENST00000541477.5	rna-XM_034650314.1, rna-XM_002922227.3
OG0000099	ENST00000434551.2	rna-XM_002923031.3
OG0000099	ENST00000275200.1	rna-XM_002923022.3
OG0000099	ENST00000275198.1	rna-XM_011229642.2, rna-XM_011229644.3
OG0000101	ENST00000255136.7	rna-XM_034641930.1
OG0000101	ENST00000318607.9	rna-XM_034668382.1, rna-XM_034651210.1, rna-XM_034653238.1
OG0000101	ENST00000372858.7	rna-XM_034653535.1, rna-XM_034651779.1, rna-XM_034650227.1, rna-XM_034649850.1
OG0000102	ENST00000359202.4	rna-XM_034649919.1, rna-XM_034650297.1, rna-XM_034649713.1
OG0000102	ENST00000273550.11	rna-XM_034652287.1
OG0000103	ENST00000638159.1	rna-XM_002912520.4
OG0000103	ENST00000507069.5	rna-XM_002917015.4
OG0000103	ENST00000274545.9	rna-XM_002912519.2
OG0000103	ENST00000370314.8	rna-XM_002927241.4
OG0000103	ENST00000335625.9	rna-XM_019802399.2
OG0000104	ENST00000254488.6	rna-XM_002929093.4
OG0000104	ENST00000397296.6	rna-XM_034645916.1
OG0000104	ENST00000343164.8	rna-XM_019793751.2
OG0000104	ENST00000613060.4	rna-XM_034649988.1, rna-XM_034651311.1, rna-XM_034652634.1, rna-XM_034658832.1
OG0000107	ENST00000229239.9	rna-XM_034652657.1, rna-XM_002924114.4, rna-XM_034649040.1, rna-NM_001304846.1, rna-XM_034638851.1, rna-XM_034652518.1, rna-XM_034652693.1, rna-XM_034652737.1, rna-XM_034652687.1, rna-XM_034651074.1
OG0000108	ENST00000329841.9	rna-XM_034667951.1
OG0000108	ENST00000297785.7	rna-XM_034653030.1
OG0000108	ENST00000261733.6	rna-XM_002913054.4
OG0000108	ENST00000377698.3	rna-XM_002914936.4
OG0000108	ENST00000249750.8	rna-XM_034660919.1
OG0000109	ENST00000510515.5	rna-XM_002929790.4
OG0000109	ENST00000343984.5	rna-XM_034649928.1
OG0000109	ENST00000378719.6	rna-XM_034655998.1
OG0000109	ENST00000356688.8	rna-XM_034658903.1
OG0000109	ENST00000388975.3	rna-XM_019806489.2
OG0000110	ENST00000304218.5	rna-XM_002928526.4
OG0000110	ENST00000331442.4	rna-XM_002927084.4
OG0000110	ENST00000343677.3	rna-XM_011236409.3
OG0000111	ENST00000232564.7	rna-XM_002912448.4
OG0000111	ENST00000303210.8	rna-XM_002927300.4
OG0000111	ENST00000610897.4	rna-XM_011231236.3
OG0000111	ENST00000229264.7	rna-XM_034652842.1, rna-XM_034652473.1, rna-XM_034652091.1, rna-XM_002922232.4
OG0000112	ENST00000357366.3	rna-XM_002931351.2, rna-XM_011218315.3, rna-XM_034648664.1, rna-XM_034648665.1
OG0000114	ENST00000373193.7	rna-XM_034641590.1
OG0000114	ENST00000580170.5	rna-XM_034642280.1
OG0000114	ENST00000368207.7	rna-XM_034669107.1
OG0000114	ENST00000345512.7	rna-XM_034650079.1, rna-XM_034645122.1, rna-XM_019810249.2
OG0000115	ENST00000374736.7	rna-XM_034665569.1
OG0000115	ENST00000614293.4	rna-XM_034651827.1
OG0000115	ENST00000263094.10	rna-XM_034657364.1
OG0000115	ENST00000370225.3	rna-XM_019798266.2
OG0000116	ENST00000556626.5	rna-XM_034642336.1
OG0000116	ENST00000533211.5	rna-XM_034645430.1
OG0000116	ENST00000615901.4	rna-XM_002914046.4
OG0000116	ENST00000392025.5	rna-XM_034639013.1
OG0000117	ENST00000284856.3	rna-XM_002915055.4
OG0000117	ENST00000289373.4, ENST00000419165.5	rna-XM_034653189.1, rna-XM_002930093.4
OG0000117	ENST00000233143.5	rna-XM_034658820.1
OG0000118	ENST00000545221.1	rna-XM_034650748.1
OG0000118	ENST00000268912.5	rna-XM_002915618.2, rna-XM_002929402.2
OG0000119	ENST00000321255.1	rna-XM_034665585.1, rna-XM_034665613.1, rna-XM_002931089.2, rna-XM_034650087.1, rna-XM_034650110.1
OG0000120	ENST00000408891.2, ENST00000291231.1	rna-XM_011217730.3, rna-XM_011218027.2, rna-XM_002930850.3
OG0000120	ENST00000615105.1	rna-XM_002930852.2, rna-XM_002930851.3
OG0000122	ENST00000395248.5	rna-XM_034670157.1
OG0000122	ENST00000395321.6	rna-XM_034652876.1, rna-XM_034652867.1, rna-XM_034652866.1, rna-XM_034652794.1, rna-XM_034652872.1, rna-XM_034652574.1, rna-XM_034650752.1, rna-XM_034652205.1, rna-XM_034650541.1, rna-XM_034652803.1, rna-XM_002912326.4
OG0000123	ENST00000354650.7	rna-XM_011222248.3
OG0000123	ENST00000374005.7	rna-XM_002913321.4
OG0000123	ENST00000373558.2	rna-XM_034639960.1
OG0000123	ENST00000577961.5	rna-XM_034642471.1
OG0000124	ENST00000329654.8	rna-XM_019804216.2
OG0000124	ENST00000340635.10	rna-XM_034656261.1
OG0000124	ENST00000355502.7	rna-XM_011222201.3
OG0000124	ENST00000380702.6	rna-XM_034657764.1
OG0000125	ENST00000252699.6	rna-XM_002925838.4
OG0000125	ENST00000538545.6	rna-XM_034642784.1
OG0000125	ENST00000502692.5	rna-XM_034645217.1
OG0000125	ENST00000542672.5	rna-XM_002928596.4
OG0000126	ENST00000560611.5	rna-XM_034661217.1
OG0000126	ENST00000422611.6	rna-XM_034639210.1
OG0000126	ENST00000454036.6	rna-XM_034641039.1
OG0000126	ENST00000264930.9	rna-XM_034637793.1
OG0000127	ENST00000358741.3	rna-XM_034648895.1
OG0000127	ENST00000382868.5, ENST00000538097.5	rna-XM_034649473.1
OG0000127	ENST00000575301.5	rna-XM_034647268.1
OG0000127	ENST00000457714.5	rna-XM_034662710.1
OG0000128	ENST00000232375.7	rna-XM_019806736.2
OG0000128	ENST00000640683.1	rna-XM_019800849.2
OG0000128	ENST00000367080.7	rna-XM_034666952.1
OG0000128	ENST00000375006.7	rna-XM_034649492.1
OG0000129	ENST00000278550.11	rna-XM_034666254.1
OG0000129	ENST00000422452.2	rna-XM_034649058.1
OG0000129	ENST00000518659.5	rna-XM_034655661.1
OG0000129	ENST00000511685.5	rna-XM_034647494.1
OG0000130	ENST00000261173.6	rna-XM_034644142.1
OG0000130	ENST00000352432.8	rna-XM_034658770.1
OG0000130	ENST00000349466.6	rna-XM_034649277.1
OG0000130	ENST00000357681.9	rna-XM_034667076.1
OG0000131	ENST00000390436.2, ENST00000390439.2, ENST00000390427.3	id-LOC117797294, id-LOC117797296, id-LOC117800376, id-LOC117800371, id-LOC117797712
OG0000132	ENST00000301732.9	rna-XM_034670576.1, rna-XM_034670575.1, rna-XM_034669564.1, rna-XM_034669566.1, rna-XM_034669565.1
OG0000135	ENST00000291295.13	rna-XM_002923050.4, rna-XM_002920781.4, rna-XM_034652987.1, rna-XM_034650827.1, rna-XM_034651113.1, rna-XM_034650590.1, rna-XM_034650591.1, rna-XM_034652210.1, rna-XM_034653259.1
OG0000135	ENST00000447653.7, ENST00000409563.5	rna-XM_011216806.3
OG0000136	ENST00000531382.5	rna-XM_034647302.1
OG0000136	ENST00000510118.5	rna-XM_019799101.2
OG0000136	ENST00000620340.4	rna-XM_034649643.1
OG0000136	ENST00000379565.7	rna-XM_034649862.1
OG0000137	ENST00000373204.5	rna-XM_034649083.1
OG0000137	ENST00000220592.9	rna-XM_019801180.2
OG0000137	ENST00000373210.3	rna-XM_034649064.1
OG0000137	ENST00000373191.8	rna-XM_019797391.2
OG0000138	ENST00000317370.12	rna-XM_034647085.1
OG0000138	ENST00000539924.5, ENST00000075120.11	rna-XM_002929153.4
OG0000138	ENST00000426263.7	rna-XM_034652153.1, rna-XM_034651098.1, rna-XM_034650903.1, rna-XM_011237436.3
OG0000139	ENST00000297668.10, ENST00000377561.6	rna-XM_034647088.1
OG0000139	ENST00000563764.2, ENST00000476707.1	rna-XM_034638501.1
OG0000139	ENST00000431078.1	rna-XM_034667672.1, rna-XM_034654380.1
OG0000140	ENST00000333538.9	rna-XM_034670022.1
OG0000140	ENST00000328957.12	rna-XM_034672864.1
OG0000140	ENST00000252318.6	rna-XM_002920448.2
OG0000140	ENST00000227756.4	rna-XM_002928032.4
OG0000141	ENST00000374299.7	rna-XM_002930455.4
OG0000142	ENST00000549396.5	rna-XM_034643745.1
OG0000142	ENST00000253925.11	rna-XM_019802748.2
OG0000142	ENST00000334186.8	rna-XM_034672774.1
OG0000142	ENST00000367240.6	rna-XM_034667661.1
OG0000143	ENST00000220325.8	rna-XM_002913202.4
OG0000143	ENST00000263277.7	rna-XM_002917884.4
OG0000143	ENST00000322054.9	rna-XM_011234499.3
OG0000143	ENST00000621096.4	rna-XM_011221616.3
OG0000144	ENST00000545496.5	rna-XM_034649360.1
OG0000144	ENST00000381130.2	rna-XM_034649880.1
OG0000144	ENST00000381127.5	rna-XM_034649881.1
OG0000144	ENST00000381154.5	rna-XM_034649354.1
OG0000145	ENST00000362061.3	rna-XM_019794519.2
OG0000145	ENST00000376265.2	rna-XM_002917747.4
OG0000145	ENST00000399634.5	rna-XM_019793444.2
OG0000145	ENST00000288139.9	rna-XM_034658480.1
OG0000146	ENST00000282499.9	rna-XM_034665671.1
OG0000146	ENST00000296526.11	rna-XM_034661467.1
OG0000146	ENST00000448073.8	rna-XM_002923596.4
OG0000146	ENST00000622768.4	rna-XM_034649234.1
OG0000147	ENST00000369682.4	rna-XM_034649273.1
OG0000147	ENST00000393409.2	rna-XM_034657257.1
OG0000147	ENST00000367033.3	rna-XM_011233642.3
OG0000147	ENST00000321063.8	rna-XM_034672299.1
OG0000148	ENST00000338492.8	rna-XM_002915801.4
OG0000148	ENST00000521913.6	rna-XM_019794340.2
OG0000148	ENST00000343218.9	rna-XM_011232902.3
OG0000148	ENST00000324989.11	rna-XM_034672142.1
OG0000149	ENST00000315985.7	rna-XM_034661231.1
OG0000149	ENST00000335585.9	rna-XM_002924149.4
OG0000149	ENST00000394414.5	rna-XM_034656220.1
OG0000149	ENST00000455566.5	rna-XM_034663452.1
OG0000150	ENST00000615367.4	rna-XM_011229173.3
OG0000150	ENST00000256389.3	rna-XM_002931209.4
OG0000150	ENST00000603540.1	rna-XM_002931292.4
OG0000151	ENST00000299641.8, ENST00000603027.5	rna-XM_002920394.4
OG0000151	ENST00000264363.6	rna-XM_034671694.1
OG0000151	ENST00000296499.5	rna-XM_034671406.1
OG0000151	ENST00000261797.6	rna-XM_002918140.4
OG0000152	ENST00000425967.7	rna-XM_034647457.1
OG0000152	ENST00000457416.6	rna-XM_034663629.1
OG0000152	ENST00000292408.8	rna-XM_034656678.1
OG0000152	ENST00000340107.8	rna-XM_034672218.1
OG0000153	ENST00000221992.10	rna-XM_034652636.1
OG0000153	ENST00000199764.6, ENST00000161559.10, ENST00000244336.9, ENST00000401445.3, ENST00000598976.1, ENST00000006724.7, ENST00000320078.11, ENST00000406487.5, ENST00000599812.5, ENST00000312439.10, ENST00000306511.4, ENST00000595140.5, ENST00000405312.7, ENST00000446844.3, ENST00000292125.6, ENST00000270077.7	rna-XM_034652684.1, rna-XM_034652229.1
OG0000154	ENST00000446702.6	rna-XM_011220649.3
OG0000154	ENST00000528682.5	rna-XM_034666129.1
OG0000154	ENST00000263665.6	rna-XM_034658650.1
OG0000154	ENST00000418658.5	rna-XM_034658663.1
OG0000155	ENST00000429992.2, ENST00000620613.1, ENST00000390268.2, ENST00000491977.1, ENST00000462693.1, ENST00000484817.1, ENST00000474213.1, ENST00000468494.1, ENST00000482769.1, ENST00000453166.2	id-LOC117802010, id-LOC117800798, id-LOC117800782
OG0000156	ENST00000451256.6, ENST00000319136.8, ENST00000352371.5, ENST00000349314.6	rna-XM_034651642.1, rna-XM_034651723.1, rna-XM_034643943.1, rna-XM_034651669.1, rna-XM_034651728.1, rna-XM_034651721.1
OG0000157	ENST00000335552.4	rna-XM_034641250.1
OG0000157	ENST00000306658.7	rna-XM_034641315.1
OG0000157	ENST00000301656.3	rna-XM_002924942.4
OG0000157	ENST00000312150.4	rna-XM_019805635.2
OG0000158	ENST00000368144.2	rna-XM_011234800.3
OG0000158	ENST00000368146.1	rna-XM_002927264.2, rna-XM_034667676.1, rna-XM_034667677.1
OG0000162	ENST00000375852.2	rna-XM_011223725.3
OG0000162	ENST00000259089.8	rna-XM_034661363.1
OG0000162	ENST00000333070.4	rna-XM_019802460.2
OG0000162	ENST00000519728.5	rna-XM_002924109.4
OG0000163	ENST00000373381.8	rna-XM_034645185.1
OG0000163	ENST00000520002.5	rna-XM_034647758.1
OG0000163	ENST00000297405.9	rna-XM_034668518.1
OG0000164	ENST00000265969.7	rna-XM_002928762.4
OG0000164	ENST00000469655.5	rna-XM_034654056.1
OG0000164	ENST00000549446.5	rna-XM_034644201.1
OG0000165	ENST00000367071.4	rna-XM_034654082.1
OG0000165	ENST00000368698.3	rna-XM_011229039.3
OG0000165	ENST00000513010.5	rna-XM_034651297.1
OG0000165	ENST00000296370.3	rna-XM_034672155.1
OG0000165	ENST00000368804.5	rna-XM_034654299.1
OG0000166	ENST00000358506.6	rna-XM_034659708.1, rna-XM_034650653.1
OG0000166	ENST00000340766.9	rna-XM_034650990.1, rna-XM_034637888.1
OG0000166	ENST00000312989.11	rna-XM_002921278.4
OG0000167	ENST00000361101.8	rna-XM_011223856.3
OG0000167	ENST00000248901.10	rna-XM_034643487.1
OG0000167	ENST00000396741.3	rna-XM_019796678.2
OG0000167	ENST00000427476.4	rna-XM_034638522.1
OG0000168	ENST00000395065.7	rna-XM_034653583.1
OG0000168	ENST00000537026.5, ENST00000625106.3, ENST00000604395.5	rna-XM_034653558.1, rna-XM_011216822.2
OG0000169	ENST00000222382.5, ENST00000222982.8, ENST00000611620.4, ENST00000336374.3, ENST00000336411.6	rna-XM_034669529.1, rna-XM_034650548.1, rna-XM_034650408.1, rna-XM_034651487.1
OG0000170	ENST00000274093.7	rna-XM_002922632.3
OG0000170	ENST00000455880.2	rna-XM_011226890.2
OG0000170	ENST00000218075.8	rna-XM_002925346.3
OG0000170	ENST00000372617.4	rna-XM_002925922.3
OG0000171	ENST00000377073.3	rna-XM_019798119.2
OG0000171	ENST00000269834.1, ENST00000358656.8	rna-XM_034652296.1
OG0000171	ENST00000407184.5	rna-XM_034641916.1
OG0000171	ENST00000640275.1, ENST00000351773.7	rna-XM_019794011.2
OG0000172	ENST00000361005.9, ENST00000633969.1, ENST00000486171.5	rna-XM_019804772.2, rna-XM_034651541.1, rna-XM_034651655.1, rna-XM_034652230.1, rna-XM_034651936.1
OG0000173	ENST00000390286.3	id-LOC117797918
OG0000173	ENST00000390289.2	rna-XM_002931191.3
OG0000173	ENST00000390296.2, ENST00000390293.1	id-LOC117797797, id-LOC117797794, id-LOC109488500
OG0000174	ENST00000376537.8	rna-XM_002927980.4
OG0000174	ENST00000376499.7	rna-XM_034647083.1
OG0000174	ENST00000590536.5	rna-XM_034657461.1
OG0000174	ENST00000559929.5	rna-XM_034660739.1
OG0000175	ENST00000315915.4	rna-XM_034650240.1
OG0000175	ENST00000305051.5	rna-XM_034660155.1, rna-XM_034653432.1
OG0000176	ENST00000511664.5	rna-XM_019803409.2
OG0000176	ENST00000398376.7	rna-XM_034656874.1
OG0000176	ENST00000423381.5	rna-XM_034662704.1
OG0000176	ENST00000395749.6	rna-XM_034664942.1
OG0000177	ENST00000237500.9	rna-XM_034642232.1
OG0000177	ENST00000580887.5	rna-XM_019808246.2
OG0000177	ENST00000279022.6	rna-XM_002916419.3
OG0000178	ENST00000340802.10	rna-XM_019800807.2
OG0000178	ENST00000349048.8	rna-XM_034652033.1, rna-XM_034652485.1, rna-XM_034652507.1, rna-XM_034654791.1
OG0000178	ENST00000381125.8	rna-XM_034644089.1
OG0000179	ENST00000436985.6, ENST00000448331.7, ENST00000360524.12, ENST00000327925.5	rna-XM_034644369.1, rna-XM_034651598.1, rna-XM_034651604.1
OG0000180	ENST00000562522.2	rna-XM_034670075.1, rna-XM_002924749.4
OG0000180	ENST00000544665.7	rna-XM_034669549.1
OG0000180	ENST00000389202.2	rna-XM_034670914.1, rna-XM_034669548.1, rna-XM_034652525.1
OG0000181	ENST00000313940.2	rna-XM_034651862.1, rna-XM_034651900.1, rna-XM_002928226.4, rna-XM_034651847.1, rna-XM_034651846.1, rna-XM_034651938.1, rna-XM_034644998.1
OG0000182	ENST00000284425.6	rna-XM_034641182.1
OG0000182	ENST00000269081.8	rna-XM_034640714.1
OG0000182	ENST00000586539.5	rna-XM_011232843.3
OG0000182	ENST00000340001.8	rna-XM_034641179.1
OG0000183	ENST00000343150.9	rna-XM_034651752.1, rna-XM_034652791.1, rna-XM_034652756.1, rna-XM_034652783.1, rna-XM_034647078.1, rna-XM_011226331.3
OG0000183	ENST00000538255.5	rna-XM_002930210.4
OG0000184	ENST00000327216.3	rna-XM_011234355.3
OG0000184	ENST00000528616.3	rna-XM_002926860.4, rna-XM_002926892.3, rna-XM_002926891.3
OG0000185	ENST00000314612.2	rna-XM_002930041.2, rna-XM_011216737.2, rna-XM_011216740.1, rna-XM_002930039.4, rna-XM_002930040.4
OG0000186	ENST00000333629.1	rna-XM_002930909.4
OG0000186	ENST00000315947.1	rna-XM_034653411.1, rna-XM_034653437.1
OG0000187	ENST00000573854.5, ENST00000329697.10	rna-XM_002929071.4
OG0000187	ENST00000307493.8	rna-XM_034670298.1
OG0000187	ENST00000399422.4	rna-XM_034669567.1
OG0000187	ENST00000289416.9	rna-XM_019808303.2
OG0000188	ENST00000317834.4	rna-XM_002924991.2, rna-XM_002924967.2, rna-XM_002924990.1
OG0000189	ENST00000318351.1	rna-XM_034672212.1
OG0000189	ENST00000440596.2	rna-XM_002915691.2
OG0000189	ENST00000382489.3	rna-XM_034672293.1
OG0000190	ENST00000634605.1, ENST00000390361.3, ENST00000547918.2, ENST00000390374.3, ENST00000390377.1, ENST00000390369.2, ENST00000612787.1, ENST00000390367.3, ENST00000611787.1, ENST00000617639.1, ENST00000620569.1, ENST00000617347.1, ENST00000621184.1, ENST00000455382.2, ENST00000619103.1	id-LOC117797080
OG0000191	ENST00000312153.1	rna-XM_002922679.1, rna-XM_002922681.3, rna-XM_034644898.1, rna-XM_034651891.1, rna-XM_034651918.1, rna-XM_002922678.4
OG0000193	ENST00000262738.7	rna-XM_034643694.1, rna-XM_034653091.1
OG0000193	ENST00000164024.4	rna-XM_034658269.1
OG0000193	ENST00000271332.3	rna-XM_034654027.1
OG0000194	ENST00000369915.7	rna-XM_011236732.3
OG0000194	ENST00000280605.4	rna-XM_002927811.3
OG0000194	ENST00000423516.5	rna-XM_034651242.1, rna-XM_002918964.4
OG0000195	ENST00000299308.7	rna-XM_034637932.1
OG0000195	ENST00000435159.2	rna-XM_034637908.1
OG0000195	ENST00000422113.6	rna-XM_034639208.1
OG0000196	ENST00000331410.9	rna-XM_034669853.1, rna-XM_034639078.1, rna-XM_034669852.1
OG0000197	ENST00000622037.1	rna-XM_034661206.1
OG0000197	ENST00000359596.7	rna-XM_034639016.1
OG0000197	ENST00000366574.6	rna-XM_034663566.1
OG0000198	ENST00000448232.6	rna-XM_034647701.1
OG0000198	ENST00000380861.8	rna-XM_034648887.1
OG0000198	ENST00000521089.5	rna-XM_034656758.1
OG0000199	ENST00000346964.6	rna-XM_034660398.1
OG0000199	ENST00000399510.6	rna-XM_034647191.1
OG0000199	ENST00000376104.6	rna-XM_034666214.1
OG0000199	ENST00000194900.8	rna-XM_019798334.2
OG0000200	ENST00000520164.5	rna-XM_002914426.4
OG0000200	ENST00000342725.9	rna-XM_034641602.1
OG0000200	ENST00000313708.10	rna-XM_011219330.3
OG0000200	ENST00000355311.9	rna-XM_034652194.1, rna-XM_011229350.3
OG0000201	ENST00000354582.10	rna-XM_019800455.2
OG0000201	ENST00000381340.7	rna-XM_034646080.1
OG0000201	ENST00000374316.9	rna-XM_034660564.1
OG0000202	ENST00000368358.3	rna-XM_034667487.1
OG0000202	ENST00000303230.5	rna-XM_002919635.4
OG0000202	ENST00000251287.2	rna-XM_034659995.1
OG0000202	ENST00000261917.3	rna-XM_034661692.1
OG0000203	ENST00000389039.10	rna-XM_034661712.1
OG0000203	ENST00000321429.8	rna-XM_034650486.1, rna-XM_034650496.1
OG0000204	ENST00000390237.2	id-LOC100481011, rna-XM_034652383.1
OG0000204	ENST00000390247.2, ENST00000421835.2, ENST00000443397.5, ENST00000390270.2, ENST00000492167.1, ENST00000390277.3, ENST00000483158.1, ENST00000417279.3, ENST00000390252.2	id-LOC117802009
OG0000205	ENST00000293831.12	rna-XM_034650631.1, rna-XM_034652534.1, rna-XM_034652288.1, rna-XM_034652726.1
OG0000205	ENST00000440191.6	rna-XM_019794761.2
OG0000206	ENST00000456448.2	rna-XM_034657725.1, rna-XM_002931205.4
OG0000206	ENST00000343761.4	rna-XM_002921914.4, rna-XM_034660032.1
OG0000207	ENST00000301180.9	rna-XM_034645522.1
OG0000207	ENST00000417564.2	rna-XM_034654093.1
OG0000207	ENST00000634311.1	rna-XM_034644335.1
OG0000208	ENST00000378397.1, ENST00000625203.2	rna-XM_002930047.4, rna-XM_011216738.3, rna-XM_034646528.1, rna-XM_034646537.1, rna-XM_002930049.2
OG0000209	ENST00000301529.1, ENST00000303039.3	rna-XM_002926858.4
OG0000209	ENST00000533152.2	rna-XM_002926854.2, rna-XM_002926855.2, rna-XM_019807642.2
OG0000210	ENST00000290354.5	rna-XM_034655704.1
OG0000210	ENST00000290349.10	rna-XM_002917066.4, rna-XM_034655708.1, rna-XM_011222090.3
OG0000213	ENST00000334192.8	rna-XM_034652630.1, rna-XM_034642088.1
OG0000213	ENST00000587152.5	rna-XM_019809255.2
OG0000213	ENST00000401738.3	rna-XM_011235551.3
OG0000214	ENST00000344337.10	rna-XM_034670442.1
OG0000214	ENST00000373625.7	rna-XM_034648312.1
OG0000214	ENST00000368564.6	rna-XM_034669031.1
OG0000215	ENST00000272233.5	rna-XM_011219432.3
OG0000215	ENST00000369636.6	rna-XM_034651625.1
OG0000215	ENST00000418115.5	rna-XM_034650858.1, rna-XM_002920545.4
OG0000216	ENST00000502798.6	rna-XM_002917214.3
OG0000216	ENST00000394232.5	rna-XM_034667911.1
OG0000216	ENST00000369146.7	rna-XM_034642864.1
OG0000217	ENST00000374700.6	rna-XM_034654925.1
OG0000217	ENST00000379416.3	rna-XM_034641094.1, rna-XM_002915840.4, rna-XM_019807760.2
OG0000218	ENST00000413366.7	rna-XM_002921719.4
OG0000218	ENST00000303531.11	rna-XM_034670243.1
OG0000218	ENST00000263431.3	rna-XM_034672372.1
OG0000219	ENST00000357084.7	rna-XM_034652711.1, rna-XM_002927328.4
OG0000219	ENST00000539276.6	rna-XM_019800487.2
OG0000219	ENST00000359983.7	rna-XM_034640863.1
OG0000220	ENST00000614878.4	rna-XM_034640815.1
OG0000220	ENST00000261739.8	rna-XM_034653314.1, rna-XM_034638122.1
OG0000220	ENST00000511455.6	rna-XM_034646462.1
OG0000222	ENST00000262461.6	rna-XM_034650929.1
OG0000222	ENST00000438926.6	rna-XM_011217768.3
OG0000222	ENST00000380993.7	rna-XM_002917549.3
OG0000223	ENST00000448642.6	rna-XM_011234262.3
OG0000223	ENST00000354624.5	rna-XM_002913727.4
OG0000223	ENST00000290573.6	rna-XM_034653256.1, rna-XM_002921461.4
OG0000224	ENST00000530749.5	rna-XM_019797680.2
OG0000224	ENST00000337147.11	rna-XM_011219561.3, rna-XM_034651401.1
OG0000224	ENST00000360270.6	rna-XM_034651641.1, rna-XM_034649986.1
OG0000225	ENST00000402813.7	rna-XM_011222034.3
