Orthogroup	homSap.longCDS.prots	ursAme.longCDS.prots
OG0000078	ENST00000530162.1	transcript_ENSUAMT00000013071
OG0000078	ENST00000313253.1	transcript_ENSUAMT00000013073
OG0000078	ENST00000329328.3	transcript_ENSUAMT00000013075
OG0000079	ENST00000624801.3	transcript_ENSUAMT00000023208, transcript_ENSUAMT00000013913, transcript_ENSUAMT00000020817, transcript_ENSUAMT00000001532, transcript_ENSUAMT00000020819, transcript_ENSUAMT00000006186, transcript_ENSUAMT00000004446
OG0000080	ENST00000314940.6	transcript_ENSUAMT00000000629
OG0000081	ENST00000257901.7	transcript_ENSUAMT00000033652
OG0000081	ENST00000293670.3, ENST00000327741.9	transcript_ENSUAMT00000033742, transcript_ENSUAMT00000033752, transcript_ENSUAMT00000033714
OG0000082	ENST00000331351.5	transcript_ENSUAMT00000023125
OG0000082	ENST00000261374.3	transcript_ENSUAMT00000002222
OG0000082	ENST00000454677.2	transcript_ENSUAMT00000027665
OG0000082	ENST00000466596.5	transcript_ENSUAMT00000035916
OG0000082	ENST00000284110.1	transcript_ENSUAMT00000023533
OG0000083	ENST00000329564.6	transcript_ENSUAMT00000011221, transcript_ENSUAMT00000000810, transcript_ENSUAMT00000010886, transcript_ENSUAMT00000010887, transcript_ENSUAMT00000003475, transcript_ENSUAMT00000001343, transcript_ENSUAMT00000032372
OG0000083	ENST00000316650.5	transcript_ENSUAMT00000015453, transcript_ENSUAMT00000024460
OG0000083	ENST00000330728.4, ENST00000532411.2	transcript_ENSUAMT00000024456, transcript_ENSUAMT00000001048
OG0000084	ENST00000313264.5	transcript_ENSUAMT00000004232, transcript_ENSUAMT00000004624
OG0000084	ENST00000303059.3, ENST00000313033.3	transcript_ENSUAMT00000007088, transcript_ENSUAMT00000001866, transcript_ENSUAMT00000005285, transcript_ENSUAMT00000003765, transcript_ENSUAMT00000004210, transcript_ENSUAMT00000004212
OG0000085	ENST00000315683.1	transcript_ENSUAMT00000009539, transcript_ENSUAMT00000003337, transcript_ENSUAMT00000009535, transcript_ENSUAMT00000009531, transcript_ENSUAMT00000004358, transcript_ENSUAMT00000012653
OG0000086	ENST00000370456.4	transcript_ENSUAMT00000000792
OG0000086	ENST00000370481.8, ENST00000370473.4, ENST00000464839.5	transcript_ENSUAMT00000018999
OG0000087	ENST00000594154.5	transcript_ENSUAMT00000026358
OG0000087	ENST00000293471.10	transcript_ENSUAMT00000026359
OG0000087	ENST00000270649.10	transcript_ENSUAMT00000026357
OG0000087	ENST00000594083.5	transcript_ENSUAMT00000026355
OG0000087	ENST00000354957.7	transcript_ENSUAMT00000012621
OG0000088	ENST00000281456.10	transcript_ENSUAMT00000017636
OG0000088	ENST00000317881.8	transcript_ENSUAMT00000021183
OG0000089	ENST00000334701.11	transcript_ENSUAMT00000026600
OG0000089	ENST00000620073.4	transcript_ENSUAMT00000023695
OG0000092	ENST00000398776.1	transcript_ENSUAMT00000023475
OG0000092	ENST00000533820.5	transcript_ENSUAMT00000017778
OG0000092	ENST00000366872.9	transcript_ENSUAMT00000031065
OG0000092	ENST00000295006.5	transcript_ENSUAMT00000000684
OG0000092	ENST00000271971.6	transcript_ENSUAMT00000003172
OG0000093	ENST00000337537.7	transcript_ENSUAMT00000024947
OG0000093	ENST00000261461.6	transcript_ENSUAMT00000022790
OG0000093	ENST00000164133.6	transcript_ENSUAMT00000017111
OG0000093	ENST00000485511.5	transcript_ENSUAMT00000024748
OG0000093	ENST00000422945.6	transcript_ENSUAMT00000026839
OG0000094	ENST00000453673.3, ENST00000448155.2, ENST00000498574.1, ENST00000509129.1, ENST00000465170.1, ENST00000390265.2, ENST00000473726.1, ENST00000498435.1, ENST00000390278.3, ENST00000468879.1, ENST00000471857.2, ENST00000495489.1, ENST00000611391.1, ENST00000493819.1, ENST00000483379.1, ENST00000490686.1, ENST00000464162.1, ENST00000377032.5, ENST00000480492.1, ENST00000479981.1, ENST00000492446.1, ENST00000496168.1	transcript_ENSUAMT00000028340
OG0000096	ENST00000297268.10	transcript_ENSUAMT00000030019
OG0000096	ENST00000374866.7	transcript_ENSUAMT00000008407
OG0000096	ENST00000304636.7	transcript_ENSUAMT00000008420
OG0000097	ENST00000234590.8	transcript_ENSUAMT00000035055
OG0000097	ENST00000323997.10	transcript_ENSUAMT00000002419
OG0000097	ENST00000541477.5	transcript_ENSUAMT00000039473
OG0000099	ENST00000434551.2	transcript_ENSUAMT00000003470, transcript_ENSUAMT00000020375
OG0000099	ENST00000275198.1	transcript_ENSUAMT00000012301, transcript_ENSUAMT00000004608
OG0000101	ENST00000255136.7	transcript_ENSUAMT00000025161
OG0000101	ENST00000318607.9	transcript_ENSUAMT00000035593
OG0000101	ENST00000372858.7	transcript_ENSUAMT00000000308
OG0000102	ENST00000359202.4	transcript_ENSUAMT00000022460, transcript_ENSUAMT00000032556, transcript_ENSUAMT00000020950, transcript_ENSUAMT00000002660, transcript_ENSUAMT00000024530, transcript_ENSUAMT00000029305, transcript_ENSUAMT00000027566, transcript_ENSUAMT00000007119, transcript_ENSUAMT00000004376
OG0000103	ENST00000638159.1	transcript_ENSUAMT00000011200
OG0000103	ENST00000507069.5	transcript_ENSUAMT00000034550
OG0000103	ENST00000274545.9	transcript_ENSUAMT00000011204
OG0000103	ENST00000370314.8	transcript_ENSUAMT00000040891
OG0000104	ENST00000254488.6	transcript_ENSUAMT00000031706
OG0000104	ENST00000397296.6	transcript_ENSUAMT00000013654
OG0000104	ENST00000343164.8	transcript_ENSUAMT00000013823
OG0000104	ENST00000613060.4	transcript_ENSUAMT00000031724
OG0000107	ENST00000229239.9	transcript_ENSUAMT00000002651, transcript_ENSUAMT00000002310, transcript_ENSUAMT00000032635
OG0000108	ENST00000329841.9	transcript_ENSUAMT00000041712
OG0000108	ENST00000377698.3	transcript_ENSUAMT00000006394
OG0000109	ENST00000510515.5	transcript_ENSUAMT00000024555
OG0000109	ENST00000343984.5	transcript_ENSUAMT00000041705
OG0000109	ENST00000378719.6	transcript_ENSUAMT00000038024
OG0000109	ENST00000356688.8	transcript_ENSUAMT00000019583
OG0000110	ENST00000304218.5	transcript_ENSUAMT00000023231
OG0000110	ENST00000331442.4	transcript_ENSUAMT00000007149
OG0000110	ENST00000343677.3, ENST00000244573.4	transcript_ENSUAMT00000015996
OG0000111	ENST00000232564.7	transcript_ENSUAMT00000010250
OG0000111	ENST00000303210.8	transcript_ENSUAMT00000000089
OG0000111	ENST00000229264.7	transcript_ENSUAMT00000034898, transcript_ENSUAMT00000039442
OG0000112	ENST00000357366.3	transcript_ENSUAMT00000016664, transcript_ENSUAMT00000001156, transcript_ENSUAMT00000003371, transcript_ENSUAMT00000003372, transcript_ENSUAMT00000001168, transcript_ENSUAMT00000008207, transcript_ENSUAMT00000005272
OG0000114	ENST00000373193.7	transcript_ENSUAMT00000010945
OG0000115	ENST00000374736.7	transcript_ENSUAMT00000012493
OG0000115	ENST00000614293.4	transcript_ENSUAMT00000032793
OG0000115	ENST00000263094.10	transcript_ENSUAMT00000011003
OG0000115	ENST00000370225.3	transcript_ENSUAMT00000040503
OG0000116	ENST00000556626.5	transcript_ENSUAMT00000011616
OG0000116	ENST00000533211.5	transcript_ENSUAMT00000020090
OG0000116	ENST00000615901.4	transcript_ENSUAMT00000009238
OG0000116	ENST00000392025.5	transcript_ENSUAMT00000041820
OG0000117	ENST00000284856.3	transcript_ENSUAMT00000005668
OG0000117	ENST00000289373.4, ENST00000419165.5, ENST00000233143.5	transcript_ENSUAMT00000025859
OG0000118	ENST00000545221.1	transcript_ENSUAMT00000005023, transcript_ENSUAMT00000006686
OG0000118	ENST00000268912.5	transcript_ENSUAMT00000020509
OG0000119	ENST00000321255.1	transcript_ENSUAMT00000005421, transcript_ENSUAMT00000005418, transcript_ENSUAMT00000001031, transcript_ENSUAMT00000012829
OG0000120	ENST00000408891.2, ENST00000291231.1	transcript_ENSUAMT00000001863, transcript_ENSUAMT00000033591, transcript_ENSUAMT00000001845
OG0000120	ENST00000615105.1	transcript_ENSUAMT00000001858, transcript_ENSUAMT00000001852
OG0000122	ENST00000395248.5	transcript_ENSUAMT00000035130
OG0000122	ENST00000395321.6	transcript_ENSUAMT00000020077
OG0000123	ENST00000354650.7	transcript_ENSUAMT00000030791
OG0000123	ENST00000374005.7	transcript_ENSUAMT00000012152
OG0000123	ENST00000373558.2	transcript_ENSUAMT00000033634
OG0000123	ENST00000577961.5	transcript_ENSUAMT00000002992
OG0000124	ENST00000329654.8	transcript_ENSUAMT00000030940
OG0000124	ENST00000340635.10	transcript_ENSUAMT00000034755
OG0000124	ENST00000355502.7	transcript_ENSUAMT00000040234
OG0000124	ENST00000380702.6	transcript_ENSUAMT00000026612
OG0000125	ENST00000252699.6	transcript_ENSUAMT00000030795
OG0000125	ENST00000538545.6	transcript_ENSUAMT00000015000
OG0000125	ENST00000502692.5	transcript_ENSUAMT00000020920
OG0000125	ENST00000542672.5	transcript_ENSUAMT00000025398
OG0000126	ENST00000560611.5	transcript_ENSUAMT00000029961
OG0000126	ENST00000422611.6	transcript_ENSUAMT00000028931
OG0000126	ENST00000454036.6	transcript_ENSUAMT00000040696
OG0000126	ENST00000264930.9	transcript_ENSUAMT00000022215
OG0000127	ENST00000358741.3	transcript_ENSUAMT00000020644
OG0000127	ENST00000575301.5	transcript_ENSUAMT00000020875
OG0000127	ENST00000457714.5	transcript_ENSUAMT00000039592
OG0000128	ENST00000232375.7	transcript_ENSUAMT00000027109
OG0000128	ENST00000640683.1	transcript_ENSUAMT00000025148
OG0000128	ENST00000367080.7	transcript_ENSUAMT00000030944, transcript_ENSUAMT00000022620
OG0000128	ENST00000375006.7	transcript_ENSUAMT00000023009
OG0000129	ENST00000278550.11	transcript_ENSUAMT00000012328
OG0000129	ENST00000422452.2	transcript_ENSUAMT00000035493
OG0000129	ENST00000518659.5	transcript_ENSUAMT00000037411
OG0000129	ENST00000511685.5	transcript_ENSUAMT00000018641
OG0000130	ENST00000261173.6	transcript_ENSUAMT00000010520
OG0000130	ENST00000352432.8	transcript_ENSUAMT00000036014
OG0000130	ENST00000349466.6	transcript_ENSUAMT00000041074
OG0000130	ENST00000357681.9	transcript_ENSUAMT00000008303
OG0000131	ENST00000390436.2, ENST00000390439.2, ENST00000390427.3	transcript_ENSUAMT00000005201, transcript_ENSUAMT00000006106, transcript_ENSUAMT00000003924
OG0000132	ENST00000301732.9	transcript_ENSUAMT00000018735, transcript_ENSUAMT00000018453, transcript_ENSUAMT00000027026, transcript_ENSUAMT00000006521, transcript_ENSUAMT00000006670
OG0000134	ENST00000390313.2, ENST00000390308.2, ENST00000390316.2	transcript_ENSUAMT00000000982, transcript_ENSUAMT00000007101
OG0000134	ENST00000390311.2, ENST00000390305.2, ENST00000390304.2, ENST00000390315.2, ENST00000390307.2, ENST00000390303.3, ENST00000390309.2	transcript_ENSUAMT00000021668, transcript_ENSUAMT00000021667
OG0000134	ENST00000390319.2	transcript_ENSUAMT00000001324
OG0000135	ENST00000291295.13	transcript_ENSUAMT00000024075
OG0000135	ENST00000447653.7, ENST00000409563.5	transcript_ENSUAMT00000039663
OG0000136	ENST00000531382.5	transcript_ENSUAMT00000016482
OG0000136	ENST00000510118.5	transcript_ENSUAMT00000013089
OG0000136	ENST00000620340.4	transcript_ENSUAMT00000027899
OG0000136	ENST00000379565.7	transcript_ENSUAMT00000033995
OG0000137	ENST00000373204.5	transcript_ENSUAMT00000039853
OG0000137	ENST00000220592.9	transcript_ENSUAMT00000014794
OG0000137	ENST00000373210.3	transcript_ENSUAMT00000039854
OG0000137	ENST00000373191.8	transcript_ENSUAMT00000039794
OG0000138	ENST00000317370.12	transcript_ENSUAMT00000020795
OG0000138	ENST00000539924.5, ENST00000075120.11	transcript_ENSUAMT00000004521
OG0000138	ENST00000426263.7	transcript_ENSUAMT00000000329
OG0000139	ENST00000636699.1	transcript_ENSUAMT00000013515
OG0000139	ENST00000297668.10, ENST00000377561.6	transcript_ENSUAMT00000025625
OG0000139	ENST00000563764.2, ENST00000476707.1, ENST00000431078.1	transcript_ENSUAMT00000015945
OG0000140	ENST00000333538.9	transcript_ENSUAMT00000016434
OG0000140	ENST00000328957.12	transcript_ENSUAMT00000034541
OG0000140	ENST00000252318.6	transcript_ENSUAMT00000035171
OG0000140	ENST00000227756.4	transcript_ENSUAMT00000008638
OG0000141	ENST00000374299.7	transcript_ENSUAMT00000015487, transcript_ENSUAMT00000017745, transcript_ENSUAMT00000008237, transcript_ENSUAMT00000017734, transcript_ENSUAMT00000017741, transcript_ENSUAMT00000001692, transcript_ENSUAMT00000002045, transcript_ENSUAMT00000017709, transcript_ENSUAMT00000008416, transcript_ENSUAMT00000022793
OG0000142	ENST00000549396.5	transcript_ENSUAMT00000003363
OG0000142	ENST00000253925.11	transcript_ENSUAMT00000029728
OG0000142	ENST00000334186.8	transcript_ENSUAMT00000022905
OG0000142	ENST00000367240.6	transcript_ENSUAMT00000008477
OG0000143	ENST00000220325.8	transcript_ENSUAMT00000032010
OG0000143	ENST00000263277.7	transcript_ENSUAMT00000041530
OG0000143	ENST00000322054.9	transcript_ENSUAMT00000032175
OG0000143	ENST00000621096.4	transcript_ENSUAMT00000016853
OG0000144	ENST00000545496.5	transcript_ENSUAMT00000037900
OG0000144	ENST00000381130.2	transcript_ENSUAMT00000037899
OG0000144	ENST00000381127.5	transcript_ENSUAMT00000037898
OG0000144	ENST00000381154.5	transcript_ENSUAMT00000001286
OG0000145	ENST00000362061.3	transcript_ENSUAMT00000006328
OG0000145	ENST00000376265.2	transcript_ENSUAMT00000032465
OG0000145	ENST00000399634.5	transcript_ENSUAMT00000008254
OG0000145	ENST00000288139.9	transcript_ENSUAMT00000019924
OG0000146	ENST00000282499.9	transcript_ENSUAMT00000001606
OG0000146	ENST00000296526.11	transcript_ENSUAMT00000017508
OG0000146	ENST00000448073.8	transcript_ENSUAMT00000030961
OG0000146	ENST00000622768.4	transcript_ENSUAMT00000016241
OG0000147	ENST00000369682.4	transcript_ENSUAMT00000016233
OG0000147	ENST00000393409.2	transcript_ENSUAMT00000008999
OG0000147	ENST00000321063.8	transcript_ENSUAMT00000041051
OG0000148	ENST00000338492.8	transcript_ENSUAMT00000033121
OG0000148	ENST00000521913.6	transcript_ENSUAMT00000007165
OG0000148	ENST00000343218.9	transcript_ENSUAMT00000023978
OG0000148	ENST00000324989.11	transcript_ENSUAMT00000028792
OG0000149	ENST00000315985.7	transcript_ENSUAMT00000029685
OG0000149	ENST00000335585.9	transcript_ENSUAMT00000001188
OG0000149	ENST00000394414.5	transcript_ENSUAMT00000023974
OG0000149	ENST00000455566.5	transcript_ENSUAMT00000013129
OG0000150	ENST00000615367.4	transcript_ENSUAMT00000021319
OG0000150	ENST00000256389.3	transcript_ENSUAMT00000012789
OG0000150	ENST00000603540.1	transcript_ENSUAMT00000026624
OG0000151	ENST00000299641.8, ENST00000603027.5	transcript_ENSUAMT00000021440
OG0000151	ENST00000296499.5	transcript_ENSUAMT00000034337
OG0000151	ENST00000261797.6	transcript_ENSUAMT00000036724
OG0000152	ENST00000425967.7	transcript_ENSUAMT00000028624
OG0000152	ENST00000457416.6	transcript_ENSUAMT00000025185
OG0000152	ENST00000292408.8	transcript_ENSUAMT00000041024
OG0000152	ENST00000340107.8	transcript_ENSUAMT00000012129
OG0000154	ENST00000446702.6	transcript_ENSUAMT00000013027
OG0000154	ENST00000528682.5	transcript_ENSUAMT00000028626
OG0000154	ENST00000418658.5	transcript_ENSUAMT00000032676, transcript_ENSUAMT00000024199
OG0000155	ENST00000429992.2, ENST00000620613.1, ENST00000390268.2, ENST00000491977.1, ENST00000462693.1, ENST00000484817.1, ENST00000474213.1, ENST00000468494.1, ENST00000482769.1, ENST00000453166.2	transcript_ENSUAMT00000038339, transcript_ENSUAMT00000016590, transcript_ENSUAMT00000038343, transcript_ENSUAMT00000038344
OG0000156	ENST00000451256.6, ENST00000319136.8, ENST00000352371.5, ENST00000349314.6	transcript_ENSUAMT00000019881, transcript_ENSUAMT00000001675, transcript_ENSUAMT00000003852, transcript_ENSUAMT00000004173
OG0000157	ENST00000335552.4	transcript_ENSUAMT00000022666
OG0000157	ENST00000306658.7	transcript_ENSUAMT00000022696
OG0000157	ENST00000301656.3	transcript_ENSUAMT00000022694
OG0000157	ENST00000312150.4	transcript_ENSUAMT00000022663
OG0000158	ENST00000368144.2	transcript_ENSUAMT00000039044
OG0000158	ENST00000368146.1	transcript_ENSUAMT00000039037, transcript_ENSUAMT00000039040, transcript_ENSUAMT00000039043, transcript_ENSUAMT00000039038
OG0000162	ENST00000375852.2	transcript_ENSUAMT00000034097
OG0000162	ENST00000259089.8	transcript_ENSUAMT00000022619
OG0000162	ENST00000333070.4	transcript_ENSUAMT00000020124
OG0000163	ENST00000373381.8	transcript_ENSUAMT00000030266
OG0000163	ENST00000297405.9	transcript_ENSUAMT00000023665
OG0000164	ENST00000265969.7	transcript_ENSUAMT00000041069
OG0000164	ENST00000477616.1	transcript_ENSUAMT00000021156
OG0000164	ENST00000469655.5	transcript_ENSUAMT00000036686
OG0000164	ENST00000549446.5	transcript_ENSUAMT00000038710
OG0000165	ENST00000367071.4	transcript_ENSUAMT00000025415
OG0000165	ENST00000368698.3	transcript_ENSUAMT00000004482
OG0000166	ENST00000358506.6	transcript_ENSUAMT00000028780
OG0000166	ENST00000340766.9	transcript_ENSUAMT00000015458
OG0000167	ENST00000361101.8	transcript_ENSUAMT00000001434
OG0000167	ENST00000248901.10	transcript_ENSUAMT00000034742
OG0000167	ENST00000396741.3	transcript_ENSUAMT00000034964
OG0000167	ENST00000427476.4	transcript_ENSUAMT00000022079
OG0000168	ENST00000395065.7	transcript_ENSUAMT00000011384
OG0000168	ENST00000537026.5, ENST00000625106.3, ENST00000604395.5	transcript_ENSUAMT00000002595, transcript_ENSUAMT00000015489
OG0000169	ENST00000222382.5, ENST00000222982.8, ENST00000611620.4, ENST00000336374.3, ENST00000336411.6	transcript_ENSUAMT00000019405, transcript_ENSUAMT00000007695, transcript_ENSUAMT00000007127, transcript_ENSUAMT00000035848
OG0000170	ENST00000274093.7	transcript_ENSUAMT00000041312
OG0000170	ENST00000455880.2	transcript_ENSUAMT00000011056
OG0000170	ENST00000372617.4	transcript_ENSUAMT00000026295
OG0000171	ENST00000377073.3	transcript_ENSUAMT00000024666
OG0000172	ENST00000361005.9, ENST00000633969.1, ENST00000486171.5	transcript_ENSUAMT00000017895, transcript_ENSUAMT00000026723, transcript_ENSUAMT00000026724
OG0000173	ENST00000390286.3	transcript_ENSUAMT00000021456
OG0000173	ENST00000390296.2, ENST00000390293.1	transcript_ENSUAMT00000006954, transcript_ENSUAMT00000005120, transcript_ENSUAMT00000004039, transcript_ENSUAMT00000004034
OG0000174	ENST00000376537.8	transcript_ENSUAMT00000020104
OG0000174	ENST00000590536.5	transcript_ENSUAMT00000015944
OG0000174	ENST00000559929.5	transcript_ENSUAMT00000034366
OG0000175	ENST00000315915.4	transcript_ENSUAMT00000004913, transcript_ENSUAMT00000003104, transcript_ENSUAMT00000006255
OG0000175	ENST00000305051.5	transcript_ENSUAMT00000012288, transcript_ENSUAMT00000028406
OG0000176	ENST00000511664.5, ENST00000398376.7	transcript_ENSUAMT00000008601
OG0000176	ENST00000423381.5, ENST00000395749.6	transcript_ENSUAMT00000022191
OG0000177	ENST00000237500.9	transcript_ENSUAMT00000009006
OG0000177	ENST00000580887.5	transcript_ENSUAMT00000009007
OG0000177	ENST00000279022.6	transcript_ENSUAMT00000019015
OG0000178	ENST00000340802.10	transcript_ENSUAMT00000014857
OG0000178	ENST00000349048.8	transcript_ENSUAMT00000035952
OG0000178	ENST00000381125.8	transcript_ENSUAMT00000025190
OG0000179	ENST00000461153.6, ENST00000456556.5, ENST00000359901.8, ENST00000587848.2	transcript_ENSUAMT00000007725
OG0000179	ENST00000436985.6, ENST00000448331.7, ENST00000360524.12, ENST00000327925.5	transcript_ENSUAMT00000004691
OG0000180	ENST00000562522.2	transcript_ENSUAMT00000010574
OG0000180	ENST00000544665.7	transcript_ENSUAMT00000011622
